Order_ID,Order_Date,Delivery_Date,Region,Country,City,Product_Name,Supplier_Name,Warehouse,Order_Quantity,Unit_Price,Revenue,Shipping_Cost,Manufacturing_Cost,Profit,Lead_Time_Days,Inventory_Level,Reorder_Level,Stockout_Flag,Defect_Rate,Order_Status,Delivery_Days,Profit_Margin,Delay_Flag,Order_Month,Order_Year,Inventory_Status
ORD00060,2025-10-25,2025-11-10,West,USA,Bangalore,Phone,Supplier B,Warehouse 1,32,1567,50144,2821.48,30669.25,16653.27,15,247,110,No,3.62,Pending,16,33.21089262922782,Delayed,October,2025,Sufficient
ORD00061,2024-10-09,2024-10-26,South,UAE,Chennai,Monitor,Supplier C,Warehouse 2,22,1713,37686,2852.69,24351.37,10481.94,14,152,125,No,2.62,In Transit,17,27.81388313962745,Delayed,October,2024,Sufficient
ORD00062,2025-07-19,2025-08-06,South,UAE,Hyderabad,Tablet,Supplier D,Warehouse 3,25,1032,25800,2940.08,17050.72,5809.2,14,122,123,Yes,7.86,In Transit,18,22.516279069767442,Delayed,July,2025,Low Stock
ORD00063,2025-01-25,2025-02-07,West,India,Chennai,Monitor,Supplier A,Warehouse 3,42,411,17262,1287.39,7096.51,8878.1,8,302,92,No,4.27,Delivered,13,51.43146796431468,Delayed,January,2025,Sufficient
ORD00064,2024-05-27,2024-06-09,East,UAE,Delhi,Keyboard,Supplier D,Warehouse 3,10,253,2530,182.8,1747.63,599.57,8,354,100,No,3.04,Delivered,13,23.698418972332018,Delayed,May,2024,Sufficient
ORD00065,2024-02-06,2024-02-17,North,UAE,Mumbai,Keyboard,Supplier C,Warehouse 1,16,1392,22272,2040.03,10828.95,9403.02,11,46,105,Yes,2.21,Delivered,11,42.21901939655173,Delayed,February,2024,Low Stock
ORD00066,2024-02-17,2024-02-24,South,USA,Hyderabad,Printer,Supplier D,Warehouse 3,19,834,15846,1009.96,7030.41,7805.63,7,289,137,No,4.48,Pending,7,49.25930834279944,On Time,February,2024,Sufficient
ORD00067,2025-11-30,2025-12-08,East,USA,Hyderabad,Monitor,Supplier C,Warehouse 3,38,393,14934,760.1,8831.54,5342.36,5,341,51,No,3.95,In Transit,8,35.77313512789607,On Time,November,2025,Sufficient
ORD00068,2024-11-02,2024-11-17,South,UAE,Chennai,Tablet,Supplier C,Warehouse 3,45,612,27540,1958.51,13512.13,12069.36,12,436,111,No,8.0,Delivered,15,43.82483660130719,Delayed,November,2024,Sufficient
ORD00069,2024-10-29,2024-11-05,East,USA,Chennai,Tablet,Supplier B,Warehouse 3,26,662,17212,528.9,11351.66,5331.44,2,498,56,No,6.34,In Transit,7,30.975133627701602,On Time,October,2024,Sufficient
ORD00070,2024-07-13,2024-07-26,East,UAE,Hyderabad,Printer,Supplier C,Warehouse 3,44,1647,72468,6876.02,43318.07,22273.91,11,321,62,No,6.79,Delivered,13,30.736200805872937,Delayed,July,2024,Sufficient
ORD00071,2024-05-14,2024-05-19,South,Germany,Bangalore,Tablet,Supplier C,Warehouse 1,21,1630,34230,2306.94,15753.96,16169.1,3,448,96,No,6.4,Cancelled,5,47.23663453111306,On Time,May,2024,Sufficient
ORD00072,2025-04-24,2025-04-28,North,UAE,Hyderabad,Tablet,Supplier A,Warehouse 2,49,562,27538,2957.93,16998.24,7581.83,3,495,121,No,7.85,Cancelled,4,27.5322463504975,On Time,April,2025,Sufficient
ORD00073,2025-01-12,2025-01-29,West,India,Chennai,Printer,Supplier C,Warehouse 3,44,636,27984,2311.77,18097.96,7574.27,12,55,136,Yes,7.55,Pending,17,27.066430817610065,Delayed,January,2025,Low Stock
ORD00074,2024-08-14,2024-08-26,North,Germany,Bangalore,Laptop,Supplier A,Warehouse 1,41,1787,73267,5259.4,44716.55,23291.05,12,59,67,Yes,5.37,Delivered,12,31.789277573805396,Delayed,August,2024,Low Stock
ORD00075,2025-07-04,2025-07-11,West,India,Bangalore,Printer,Supplier D,Warehouse 2,30,859,25770,2328.16,16053.22,7388.62,4,214,125,No,7.59,Pending,7,28.67140085370586,On Time,July,2025,Sufficient
ORD00076,2024-02-03,2024-02-18,North,UAE,Delhi,Phone,Supplier A,Warehouse 2,14,1008,14112,988.16,6644.41,6479.43,13,351,97,No,3.22,Cancelled,15,45.914328231292515,Delayed,February,2024,Sufficient
ORD00077,2024-04-03,2024-04-16,North,USA,Chennai,Phone,Supplier B,Warehouse 2,42,1409,59178,4955.75,24050.37,30171.88,12,124,66,No,6.4,Pending,13,50.984960627260136,Delayed,April,2024,Sufficient
ORD00078,2024-05-31,2024-06-18,North,USA,Hyderabad,Tablet,Supplier B,Warehouse 3,1,667,667,71.54,295.75,299.71,14,128,72,No,1.47,Delivered,18,44.934032983508246,Delayed,May,2024,Sufficient
ORD00079,2024-11-27,2024-11-30,East,India,Bangalore,Printer,Supplier B,Warehouse 3,17,207,3519,145.72,1852.01,1521.27,2,32,110,Yes,1.35,In Transit,3,43.230179028132994,On Time,November,2024,Low Stock
ORD00080,2024-02-14,2024-03-03,North,UAE,Bangalore,Laptop,Supplier A,Warehouse 2,34,717,24378,1736.29,16801.51,5840.2,13,245,101,No,0.96,In Transit,18,23.956846336861105,Delayed,February,2024,Sufficient
ORD00081,2025-09-14,2025-09-18,West,UAE,Hyderabad,Keyboard,Supplier A,Warehouse 3,9,663,5967,514.29,3434.66,2018.05,4,195,126,No,5.84,Cancelled,4,33.820177643707055,On Time,September,2025,Sufficient
ORD00082,2025-10-28,2025-11-15,West,India,Delhi,Monitor,Supplier C,Warehouse 3,47,1872,87984,4342.19,47112.48,36529.33,14,173,108,No,2.21,In Transit,18,41.51815102745954,Delayed,October,2025,Sufficient
ORD00083,2024-09-18,2024-09-26,South,India,Chennai,Printer,Supplier C,Warehouse 3,44,1990,87560,6364.22,37420.29,43775.49,7,221,62,No,1.14,Cancelled,8,49.994849246231155,On Time,September,2024,Sufficient
ORD00084,2024-05-05,2024-05-15,East,India,Chennai,Printer,Supplier B,Warehouse 1,43,1636,70348,4788.19,47467.53,18092.28,8,147,126,No,0.89,Cancelled,10,25.718257804059814,On Time,May,2024,Sufficient
ORD00085,2025-11-03,2025-11-13,North,Germany,Hyderabad,Phone,Supplier C,Warehouse 3,7,817,5719,606.69,2918.22,2194.09,9,293,78,No,6.22,In Transit,10,38.36492393775136,On Time,November,2025,Sufficient
ORD00086,2024-11-12,2024-11-21,North,USA,Bangalore,Monitor,Supplier D,Warehouse 2,1,471,471,51.0,268.42,151.58,7,72,144,Yes,3.51,Delivered,9,32.182590233545646,On Time,November,2024,Low Stock
ORD00087,2024-06-10,2024-06-19,North,India,Delhi,Monitor,Supplier D,Warehouse 2,47,764,35908,3587.76,20477.54,11842.7,7,26,69,Yes,1.14,Pending,9,32.980672830567,On Time,June,2024,Low Stock
ORD00088,2025-09-13,2025-09-25,East,India,Mumbai,Monitor,Supplier A,Warehouse 1,18,541,9738,953.79,4227.71,4556.5,9,145,136,No,3.72,In Transit,12,46.79092216060793,Delayed,September,2025,Sufficient
ORD00089,2024-07-28,2024-08-04,South,USA,Bangalore,Printer,Supplier B,Warehouse 3,50,381,19050,1881.65,9274.19,7894.16,6,254,145,No,1.4,In Transit,7,41.439160104986875,On Time,July,2024,Sufficient
ORD00090,2025-07-26,2025-08-15,West,UAE,Bangalore,Tablet,Supplier A,Warehouse 2,23,247,5681,373.45,3537.06,1770.49,15,235,59,No,3.77,Cancelled,20,31.165111776095756,Delayed,July,2025,Sufficient
ORD00091,2024-01-22,2024-01-30,West,UAE,Chennai,Laptop,Supplier D,Warehouse 2,40,1042,41680,4371.5,28172.8,9135.7,7,432,63,No,1.16,Pending,8,21.918666026871403,On Time,January,2024,Sufficient
ORD00092,2024-12-13,2024-12-20,East,USA,Mumbai,Laptop,Supplier B,Warehouse 2,50,444,22200,818.61,13097.28,8284.11,5,99,149,Yes,4.48,Cancelled,7,37.31581081081081,On Time,December,2024,Low Stock
ORD00093,2024-07-21,2024-07-29,West,Germany,Delhi,Phone,Supplier D,Warehouse 1,10,1656,16560,1628.24,6998.36,7933.4,4,321,113,No,7.63,In Transit,8,47.90700483091787,On Time,July,2024,Sufficient
ORD00094,2025-04-25,2025-05-09,North,India,Delhi,Tablet,Supplier A,Warehouse 3,20,1730,34600,1893.33,14423.07,18283.6,9,158,109,No,4.31,In Transit,14,52.842774566473985,Delayed,April,2025,Sufficient
ORD00095,2024-04-02,2024-04-17,South,Germany,Chennai,Monitor,Supplier B,Warehouse 1,33,887,29271,2097.09,16576.02,10597.89,11,458,55,No,6.44,In Transit,15,36.206108434969764,Delayed,April,2024,Sufficient
ORD00096,2025-04-06,2025-04-11,East,Germany,Delhi,Monitor,Supplier D,Warehouse 2,46,272,12512,943.52,5652.52,5915.96,3,224,106,No,2.36,Pending,5,47.28228900255754,On Time,April,2025,Sufficient
ORD00097,2025-11-26,2025-12-07,South,Germany,Hyderabad,Printer,Supplier B,Warehouse 2,41,1425,58425,3512.42,29148.65,25763.93,11,197,86,No,4.68,Cancelled,11,44.09744116388533,Delayed,November,2025,Sufficient
ORD00098,2024-11-13,2024-11-30,South,India,Bangalore,Printer,Supplier C,Warehouse 1,43,902,38786,1613.72,23762.25,13410.03,12,286,98,No,1.14,Cancelled,17,34.57440829165163,Delayed,November,2024,Sufficient
ORD00099,2025-01-06,2025-01-13,East,India,Chennai,Printer,Supplier A,Warehouse 3,14,799,11186,1289.64,6106.23,3790.13,6,70,69,No,2.2,Delivered,7,33.88279992848203,On Time,January,2025,Sufficient
ORD00100,2024-12-10,2024-12-28,West,India,Bangalore,Tablet,Supplier B,Warehouse 2,9,1323,11907,760.91,5342.36,5803.73,14,394,129,No,6.74,Pending,18,48.742168472327194,Delayed,December,2024,Sufficient
ORD00101,2025-09-17,2025-09-28,West,UAE,Delhi,Monitor,Supplier D,Warehouse 1,29,579,16791,1310.72,8275.28,7205.0,6,240,74,No,6.56,Cancelled,11,42.90989220415699,Delayed,September,2025,Sufficient
ORD00102,2024-07-23,2024-08-10,East,India,Mumbai,Tablet,Supplier D,Warehouse 3,9,1887,16983,891.61,10059.94,6031.45,14,283,63,No,7.06,Delivered,18,35.51463227933816,Delayed,July,2024,Sufficient
ORD00103,2024-05-30,2024-06-17,West,Germany,Mumbai,Monitor,Supplier A,Warehouse 2,6,1964,11784,589.0,6308.43,4886.57,15,13,103,Yes,3.12,Delivered,18,41.4678377460964,Delayed,May,2024,Low Stock
ORD00104,2024-08-17,2024-08-21,South,UAE,Bangalore,Printer,Supplier A,Warehouse 1,7,1818,12726,1200.36,6370.47,5155.17,2,19,86,Yes,1.6,In Transit,4,40.50895803866101,On Time,August,2024,Low Stock
ORD00105,2024-01-20,2024-01-27,East,India,Hyderabad,Phone,Supplier D,Warehouse 3,10,1223,12230,1401.81,7125.98,3702.21,6,397,86,No,3.67,Pending,7,30.271545380212594,On Time,January,2024,Sufficient
ORD00106,2025-09-29,2025-10-08,South,Germany,Bangalore,Laptop,Supplier C,Warehouse 1,8,1813,14504,1616.66,8398.13,4489.21,9,263,123,No,0.62,Pending,9,30.9515306122449,On Time,September,2025,Sufficient
ORD00107,2025-08-07,2025-08-16,West,UAE,Hyderabad,Keyboard,Supplier D,Warehouse 2,43,1468,63124,2380.11,43706.83,17037.06,8,269,119,No,1.01,Delivered,9,26.98982954185413,On Time,August,2025,Sufficient
ORD00108,2024-09-16,2024-09-29,South,India,Delhi,Printer,Supplier C,Warehouse 3,23,1714,39422,1422.36,18620.5,19379.14,13,53,148,Yes,5.43,Cancelled,13,49.15818578458728,Delayed,September,2024,Low Stock
ORD00109,2024-06-28,2024-07-18,North,Germany,Mumbai,Laptop,Supplier B,Warehouse 1,30,1524,45720,3340.66,20788.13,21591.21,15,366,149,No,1.51,In Transit,20,47.2248687664042,Delayed,June,2024,Sufficient
ORD00110,2024-11-19,2024-11-29,North,Germany,Delhi,Laptop,Supplier C,Warehouse 2,26,1769,45994,3627.67,21892.87,20473.46,6,97,86,No,6.15,Cancelled,10,44.51332782536853,On Time,November,2024,Sufficient
ORD00111,2025-02-13,2025-03-01,North,UAE,Hyderabad,Monitor,Supplier B,Warehouse 3,25,794,19850,2335.06,10894.89,6620.05,13,473,116,No,4.23,Cancelled,16,33.35037783375315,Delayed,February,2025,Sufficient
ORD00112,2024-10-27,2024-11-03,East,UAE,Hyderabad,Keyboard,Supplier C,Warehouse 3,6,771,4626,413.95,2275.75,1936.3,7,218,71,No,5.02,In Transit,7,41.85689580631215,On Time,October,2024,Sufficient
ORD00113,2025-03-21,2025-04-01,North,USA,Chennai,Keyboard,Supplier D,Warehouse 1,4,253,1012,91.49,528.13,392.38,6,383,136,No,4.35,Pending,11,38.772727272727266,Delayed,March,2025,Sufficient
ORD00114,2024-05-09,2024-05-13,East,Germany,Bangalore,Laptop,Supplier B,Warehouse 3,50,1421,71050,4473.99,36580.54,29995.47,3,309,69,No,4.75,In Transit,4,42.21741027445461,On Time,May,2024,Sufficient
ORD00115,2025-01-10,2025-01-20,North,Germany,Delhi,Keyboard,Supplier D,Warehouse 1,42,670,28140,1476.37,12213.73,14449.9,8,255,116,No,6.02,In Transit,10,51.350035536602704,On Time,January,2025,Sufficient
ORD00116,2025-09-18,2025-09-29,North,Germany,Delhi,Keyboard,Supplier A,Warehouse 3,32,509,16288,668.42,10682.45,4937.13,6,460,141,No,3.89,In Transit,11,30.311456286836936,Delayed,September,2025,Sufficient
ORD00117,2025-07-09,2025-07-17,North,USA,Mumbai,Phone,Supplier D,Warehouse 1,11,1557,17127,1607.55,10448.6,5070.85,6,185,115,No,1.81,Pending,8,29.607345127576345,On Time,July,2025,Sufficient
ORD00118,2025-01-04,2025-01-18,West,UAE,Chennai,Monitor,Supplier D,Warehouse 3,24,1057,25368,2595.9,14345.45,8426.65,10,44,58,Yes,5.09,Cancelled,14,33.217636392305266,Delayed,January,2025,Low Stock
